Code,State,Year,Month,NIP,LF,Population,Employment,EmployedLF,Unemployment,UnemployedLF
51000,New York city,2009,11,6622175.00,"3,974,045",60,"3,572,537",53.9,401508.00,10.1
51000,New York city,2009,12,6624828.00,"3,976,918",60,"3,574,645",54,402273.00,10.1
51000,New York city,2010,1,6627486.00,"3,983,407",60.1,"3,581,646",54,401761.00,10.1
51000,New York city,2010,2,6630146.00,"3,990,358",60.2,"3,590,594",54.2,399764.00,10
51000,New York city,2010,3,6632807.00,"3,994,779",60.2,"3,598,336",54.3,396443.00,9.9
51000,New York city,2010,4,6545317.00,"3,996,188",61.1,"3,603,964",55.1,392224.00,9.8
51000,New York city,2010,5,6549511.00,"3,994,390",61,"3,607,200",55.1,387190.00,9.7
51000,New York city,2010,6,6553749.00,"3,989,127",60.9,"3,607,156",55,381971.00,9.6
51000,New York city,2010,7,6557944.00,"3,981,631",60.7,"3,604,179",55,377452.00,9.5
51000,New York city,2010,8,6563962.00,"3,974,581",60.6,"3,600,583",54.9,373998.00,9.4
51000,New York city,2010,9,6569929.00,"3,969,585",60.4,"3,597,978",54.8,371607.00,9.4
51000,New York city,2010,10,6575986.00,"3,967,015",60.3,"3,597,685",54.7,369330.00,9.3
51000,New York city,2010,11,6581730.00,"3,965,886",60.3,"3,599,745",54.7,366141.00,9.2
51000,New York city,2010,12,6587712.00,"3,965,254",60.2,"3,603,171",54.7,362083.00,9.1
51000,New York city,2011,1,6593999.00,"3,965,218",60.1,"3,607,068",54.7,358150.00,9
51000,New York city,2011,2,6599609.00,"3,964,838",60.1,"3,609,777",54.7,355061.00,9
51000,New York city,2011,3,6605465.00,"3,963,566",60,"3,610,427",54.7,353139.00,8.9
51000,New York city,2011,4,6611615.00,"3,961,810",59.9,"3,609,046",54.6,352764.00,8.9
51000,New York city,2011,5,6617508.00,"3,961,304",59.9,"3,606,954",54.5,354350.00,8.9
51000,New York city,2011,6,6623363.00,"3,963,574",59.8,"3,606,012",54.4,357562.00,9
51000,New York city,2011,7,6629250.00,"3,969,170",59.9,"3,607,595",54.4,361575.00,9.1
51000,New York city,2011,8,6634819.00,"3,976,594",59.9,"3,610,814",54.4,365780.00,9.2
51000,New York city,2011,9,6640421.00,"3,983,763",60,"3,614,116",54.4,369647.00,9.3
51000,New York city,2011,10,6645971.00,"3,990,025",60,"3,616,646",54.4,373379.00,9.4
51000,New York city,2011,11,6651257.00,"3,994,408",60.1,"3,617,683",54.4,376725.00,9.4
51000,New York city,2011,12,6656852.00,"3,996,640",60,"3,617,463",54.3,379177.00,9.5
51000,New York city,2012,1,6662721.00,"3,997,850",60,"3,617,028",54.3,380822.00,9.5
51000,New York city,2012,2,6667844.00,"4,000,423",60,"3,618,134",54.3,382289.00,9.6
51000,New York city,2012,3,6673330.00,"4,004,593",60,"3,620,502",54.3,384091.00,9.6
51000,New York city,2012,4,6679002.00,"4,009,178",60,"3,623,612",54.3,385566.00,9.6
51000,New York city,2012,5,6684472.00,"4,014,061",60.1,"3,628,211",54.3,385850.00,9.6
51000,New York city,2012,6,6689880.00,"4,018,648",60.1,"3,634,283",54.3,384365.00,9.6
51000,New York city,2012,7,6695340.00,"4,022,788",60.1,"3,641,679",54.4,381109.00,9.5
51000,New York city,2012,8,6699025.00,"4,027,658",60.1,"3,650,267",54.5,377391.00,9.4
51000,New York city,2012,9,6702733.00,"4,034,092",60.2,"3,659,522",54.6,374570.00,9.3
51000,New York city,2012,10,6706443.00,"4,040,062",60.2,"3,667,327",54.7,372735.00,9.2
51000,New York city,2012,11,6709860.00,"4,044,055",60.3,"3,672,533",54.7,371522.00,9.2
51000,New York city,2012,12,6713560.00,"4,045,919",60.3,"3,675,466",54.7,370453.00,9.2
51000,New York city,2013,1,6717524.00,"4,045,886",60.2,"3,676,776",54.7,369110.00,9.1
51000,New York city,2013,2,6720796.00,"4,045,599",60.2,"3,678,376",54.7,367223.00,9.1
51000,New York city,2013,3,6724376.00,"4,047,400",60.2,"3,682,548",54.8,364852.00,9
51000,New York city,2013,4,6728207.00,"4,052,849",60.2,"3,690,072",54.8,362777.00,9
51000,New York city,2013,5,6731763.00,"4,060,929",60.3,"3,698,921",54.9,362008.00,8.9
51000,New York city,2013,6,6735330.00,"4,070,290",60.4,"3,707,583",55,362707.00,8.9
51000,New York city,2013,7,6738897.00,"4,078,252",60.5,"3,714,662",55.1,363590.00,8.9
51000,New York city,2013,8,6741998.00,"4,081,804",60.5,"3,719,839",55.2,361965.00,8.9
51000,New York city,2013,9,6745094.00,"4,081,018",60.5,"3,724,442",55.2,356576.00,8.7
51000,New York city,2013,10,6748223.00,"4,079,036",60.4,"3,730,124",55.3,348912.00,8.6
51000,New York city,2013,11,6751041.00,"4,078,203",60.4,"3,737,594",55.4,340609.00,8.4
51000,New York city,2013,12,6754148.00,"4,078,585",60.4,"3,745,978",55.5,332607.00,8.2
51000,New York city,2014,1,6757534.00,"4,080,570",60.4,"3,755,435",55.6,325135.00,8
51000,New York city,2014,2,6760235.00,"4,083,624",60.4,"3,765,329",55.7,318295.00,7.8
51000,New York city,2014,3,6763204.00,"4,086,615",60.4,"3,774,372",55.8,312243.00,7.6
51000,New York city,2014,4,6766451.00,"4,088,313",60.4,"3,782,023",55.9,306290.00,7.5
51000,New York city,2014,5,6769395.00,"4,088,604",60.4,"3,789,417",56,299187.00,7.3
51000,New York city,2014,6,6772382.00,"4,088,525",60.4,"3,797,541",56.1,290984.00,7.1
51000,New York city,2014,7,6775350.00,"4,089,108",60.4,"3,806,182",56.2,282926.00,6.9
51000,New York city,2014,8,6777528.00,"4,091,325",60.4,"3,815,153",56.3,276172.00,6.8
51000,New York city,2014,9,6779751.00,"4,094,623",60.4,"3,823,550",56.4,271073.00,6.6
51000,New York city,2014,10,6781906.00,"4,097,501",60.4,"3,830,840",56.5,266661.00,6.5
51000,New York city,2014,11,6783850.00,"4,099,323",60.4,"3,836,889",56.6,262434.00,6.4
51000,New York city,2014,12,6786030.00,"4,101,133",60.4,"3,842,353",56.6,258780.00,6.3
51000,New York city,2015,1,6788517.00,"4,102,656",60.4,"3,847,113",56.7,255543.00,6.2
51000,New York city,2015,2,6790296.00,"4,103,202",60.4,"3,851,046",56.7,252156.00,6.1
51000,New York city,2015,3,6792342.00,"4,103,094",60.4,"3,855,298",56.8,247796.00,6
51000,New York city,2015,4,6794679.00,"4,101,681",60.4,"3,859,543",56.8,242138.00,5.9
51000,New York city,2015,5,6796722.00,"4,097,794",60.3,"3,862,609",56.8,235185.00,5.7
51000,New York city,2015,6,6798801.00,"4,091,095",60.2,"3,863,788",56.8,227307.00,5.6
51000,New York city,2015,7,6800843.00,"4,083,676",60,"3,863,955",56.8,219721.00,5.4
51000,New York city,2015,8,6801939.00,"4,077,619",59.9,"3,863,668",56.8,213951.00,5.2
51000,New York city,2015,9,6803018.00,"4,074,208",59.9,"3,863,725",56.8,210483.00,5.2
51000,New York city,2015,10,6804121.00,"4,074,608",59.9,"3,865,040",56.8,209568.00,5.1
51000,New York city,2015,11,6804942.00,"4,078,186",59.9,"3,867,407",56.8,210779.00,5.2
51000,New York city,2015,12,6806045.00,"4,082,040",60,"3,869,753",56.9,212287.00,5.2
51000,New York city,2016,1,6807392.00,"4,083,880",60,"3,871,169",56.9,212711.00,5.2
51000,New York city,2016,2,6808046.00,"4,082,937",60,"3,871,026",56.9,211911.00,5.2
51000,New York city,2016,3,6809006.00,"4,079,641",59.9,"3,869,320",56.8,210321.00,5.2
51000,New York city,2016,4,6810232.00,"4,076,666",59.9,"3,867,577",56.8,209089.00,5.1
51000,New York city,2016,5,6811203.00,"4,076,588",59.9,"3,867,127",56.8,209461.00,5.1
51000,New York city,2016,6,6812148.00,"4,079,683",59.9,"3,868,262",56.8,211421.00,5.2
51000,New York city,2016,7,6813106.00,"4,084,913",60,"3,871,190",56.8,213723.00,5.2
51000,New York city,2016,8,6811763.00,"4,091,011",60.1,"3,875,960",56.9,215051.00,5.3
51000,New York city,2016,9,6810393.00,"4,096,603",60.2,"3,881,935",57,214668.00,5.2
51000,New York city,2016,10,6809053.00,"4,100,450",60.2,"3,888,678",57.1,211772.00,5.2
51000,New York city,2016,11,6807431.00,"4,102,813",60.3,"3,896,596",57.2,206217.00,5
51000,New York city,2016,12,6806069.00,"4,105,250",60.3,"3,905,682",57.4,199568.00,4.9
51000,New York city,2017,1,7080225.00,"4,277,572",60.4,"4,076,849",57.6,200723.00,4.7
51000,New York city,2017,2,7081821.00,"4,285,301",60.5,"4,088,992",57.7,196309.00,4.6
51000,New York city,2017,3,7083667.00,"4,293,803",60.6,"4,099,667",57.9,194136.00,4.5
51000,New York city,2017,4,7085835.00,"4,301,819",60.7,"4,107,720",58,194099.00,4.5
51000,New York city,2017,5,7087675.00,"4,308,587",60.8,"4,113,325",58,195262.00,4.5
51000,New York city,2017,6,7089553.00,"4,313,385",60.8,"4,116,887",58.1,196498.00,4.6
51000,New York city,2017,7,7091418.00,"4,314,900",60.8,"4,117,855",58.1,197045.00,4.6
51000,New York city,2017,8,7092775.00,"4,312,352",60.8,"4,115,981",58,196371.00,4.6
51000,New York city,2017,9,7094157.00,"4,306,645",60.7,"4,112,266",58,194379.00,4.5
51000,New York city,2017,10,7095538.00,"4,299,268",60.6,"4,107,804",57.9,191464.00,4.5
51000,New York city,2017,11,7096640.00,"4,291,736",60.5,"4,103,231",57.8,188505.00,4.4
51000,New York city,2017,12,7098000.00,"4,285,758",60.4,"4,100,310",57.8,185448.00,4.3
51000,New York city,2018,1,7099644.00,"4,272,594",60.2,"4,088,835",57.6,183759.00,4.3
51000,New York city,2018,2,7100601.00,"4,271,328",60.2,"4,089,884",57.6,181444.00,4.2
51000,New York city,2018,3,7101834.00,"4,271,935",60.2,"4,092,876",57.6,179059.00,4.2
51000,New York city,2018,4,7103348.00,"4,271,853",60.1,"4,095,568",57.7,176285.00,4.1
51000,New York city,2018,5,7104573.00,"4,268,705",60.1,"4,095,441",57.6,173264.00,4.1
51000,New York city,2018,6,7105823.00,"4,262,878",60,"4,092,322",57.6,170556.00,4
51000,New York city,2018,7,7107053.00,"4,256,544",59.9,"4,087,579",57.5,168965.00,4
51000,New York city,2018,8,7107640.00,"4,252,479",59.8,"4,083,074",57.4,169405.00,4
51000,New York city,2018,9,7108202.00,"4,251,429",59.8,"4,079,051",57.4,172378.00,4.1
51000,New York city,2018,10,7108808.00,"4,253,352",59.8,"4,076,414",57.3,176938.00,4.2
51000,New York city,2018,11,7109103.00,"4,257,637",59.9,"4,076,525",57.3,181112.00,4.3
51000,New York city,2018,12,7109686.00,"4,262,800",60,"4,079,204",57.4,183596.00,4.3
51000,New York city,2019,1,7110560.00,"4,267,363",60,"4,083,608",57.4,183755.00,4.3
51000,New York city,2019,2,7110732.00,"4,269,825",60,"4,088,844",57.5,180981.00,4.2
51000,New York city,2019,3,7111203.00,"4,269,425",60,"4,093,336",57.6,176089.00,4.1
51000,New York city,2019,4,7111904.00,"4,266,912",60,"4,096,751",57.6,170161.00,4
51000,New York city,2019,5,7112360.00,"4,264,013",60,"4,099,198",57.6,164815.00,3.9
51000,New York city,2019,6,7112776.00,"4,261,786",59.9,"4,100,222",57.6,161564.00,3.8
51000,New York city,2019,7,7113257.00,"4,260,487",59.9,"4,099,835",57.6,160652.00,3.8
51000,New York city,2019,8,7111339.00,"4,260,193",59.9,"4,099,097",57.6,161096.00,3.8
51000,New York city,2019,9,7109410.00,"4,262,622",60,"4,101,341",57.7,161281.00,3.8
51000,New York city,2019,10,7107466.00,"4,268,073",60.1,"4,105,974",57.8,162099.00,3.8
51000,New York city,2019,11,7105287.00,"4,274,975",60.2,"4,110,148",57.8,164827.00,3.9
51000,New York city,2019,12,7103352.00,"4,280,022",60.3,"4,110,433",57.9,169589.00,4
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
